,spa_title,eng_title,year,Directed by,Written by,Produced by,Starring,Productioncompany,Release dates,Running time,Country,Languages,Box office,Movie,Screenplay by,Story by,Cinematography,Edited by,Music by,Productioncompanies,Distributed by,Release date,Language,Budget,Based on,Countries,Narrated by,Also known as,Genre,Created by,Voices of,Theme music composer,Country of origin,Original language,No. of series,No. of episodes,Executive producers,Producer,Editors,Camera setup,Production companies,Distributor,Original network,Picture format,Original release,Italian,Composer,Swedish,Opening theme,Ending theme,Composers,No. of seasons,Original work,Owner,Years,Film(s),Television series,Producers,Editor,Norwegian,Production locations,Production company,Hangul,Revised Romanization,McCune–Reischauer,Japanese,Hepburn,French,Preceded by,Spanish,Developed by,Animation services,Dialogue by,Book(s),Soundtrack(s),Original music,Toy(s),Original artwork by,Presented by,Audio format,Danish,Traditional,Simplified,Mandarin,Literally,Original languages,Catalan,Urdu,Adaptation by,Dutch,Portuguese,Cantonese,Bengali,Chinese,Hanja,Color process,Layouts by,Original title,Basque,Russian,Animation by,Related,es_catalog
6022,,,2011,['Jaume Collet-Serra'],"['Oliver Butcher', 'Mandy Richardson', 'Stephen Cornwell']","['Joel Silver', 'Leonard Goldberg', 'Andrew Rona']","['Liam Neeson', 'Diane Kruger', 'January Jones', 'Aidan Quinn', 'Frank Langella']",,"['16\xa0February\xa02011\xa0 ', '18\xa0February\xa02011\xa0 ', '2\xa0March\xa02011\xa0 ', '3\xa0March\xa02011\xa0 ', '4\xa0March\xa02011']",['113 minutes'],,,['$136.1 M'],Unknown,,,['Flavio Labiano'],['Timothy Alverson'],"['John Ottman', 'Alexander Rudd']","['Dark Castle Entertainment', 'Studio Babelsberg Motion Pictures GmbH', 'Panda']","['Warner Bros. Pictures ', 'Kinowelt Filmverleih ', 'Optimum Releasing ', 'StudioCanal']",,['English'],['$30–40 M'],['Out of My Headby Didier Van Cauwelaert'],"['United States', 'Germany', 'United Kingdom', 'France']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
6023,,,2011,['Patrick Lussier'],"['Todd Farmer', 'Patrick Lussier']","['Michael De Luca', 'René Besson', 'Adam Fields']","['Nicolas Cage', 'Amber Heard', 'William Fichtner', 'Billy Burke', 'Charlotte Ross', 'Katy Mixon', 'Tom Atkins']",,,['104 minutes'],['United States'],,['$41 M'],Drive Angry,,,['Brian Pearson'],"['Patrick Lussier', 'Devin C. Lussier']",['Michael Wandmacher'],"['Nu Image', 'Saturn Films', 'Michael De Luca Production']","['Summit Entertainment ', 'Warner Bros. Pictures ', 'Lionsgate']","['February\xa025,\xa02011']",['English'],['$45-50 M'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
6024,,,2011,['Peter FarrellyBobby Farrelly'],,"['Charles B. Wessler', 'Bradley Thomas', 'Benjamin Waisbren', 'Bobby Farrelly', 'Peter Farrelly', 'J.B. Rogers', 'Mark Charpentier']","['Owen Wilson', 'Jason Sudeikis', 'Jenna Fischer', 'Richard Jenkins', 'Christina Applegate']",,,['105 minutes'],['United States'],,['$83.2 M'],Hall Pass,"['Bobby Farrelly', 'Peter Farrelly', 'Pete Jones', 'Kevin Barnett']",['Pete Jones'],['Matthew F. Leonetti'],['Sam Seig'],['Rolfe Kent'],"['New Line Cinema', 'Conundrum Entertainment']",['Warner Bros. Pictures'],"['February\xa025,\xa02011']",['English'],['$36 M'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
6025,,,2011,['George Nolfi'],,"['Michael Hackett', 'George Nolfi', 'Bill Carraro', 'Chris Moore']","['Matt Damon', 'Emily Blunt', 'Anthony Mackie', 'John Slattery', 'Michael Kelly', 'Terence Stamp']",,"['February\xa014,\xa02011\xa0 ', 'March\xa04,\xa02011']",['106 minutes'],['United States'],,['$127.9 M'],The Adjustment Bureau,['George Nolfi'],,['John Toll'],['Jay Rabinowitz'],['Thomas Newman'],['Media Rights CapitalGambit PicturesElectric Shepherd Productions'],['Universal Pictures'],,['English'],['$50.2 M'],"['""Adjustment Team""by Philip K. Dick']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
6026,,,2011,['Daniel Barnz'],,['Susan CartsonisRoz WeisbergMichael Flynn'],['Alex PettyferVanessa HudgensMary-Kate OlsenPeter KrauseLisaGay HamiltonNeil Patrick Harris'],,,['86 minutes'],['United States'],,['$43.2 M'],Beastly,['Daniel Barnz'],,['Mandy Walker'],['Thomas J. Nordberg'],['Marcelo Zarvos'],,['CBS Films'],"['March\xa04,\xa02011']",['English'],['$17 M'],['Beastlyby Alex Flinn'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
6027,,,2011,['Gore Verbinski'],,"['Gore Verbinski', 'Graham King', 'John B. Carls']","['Johnny Depp', 'Isla Fisher', 'Abigail Breslin', 'Alfred Molina', 'Bill Nighy', 'Harry Dean Stanton', 'Ray Winstone', 'Timothy Olyphant']",,"['February\xa014,\xa02011\xa0 ', 'March\xa04,\xa02011']",['107 minutes'],['United States'],,['$245.7 M'],Rango,['John Logan'],"['John Logan', 'Gore Verbinski', 'James Ward Byrkit']",['Roger Deakins'],['Craig Wood'],['Hans Zimmer'],"['Paramount Pictures', 'Nickelodeon Movies', 'Blind Wink Productions', 'GK Films', 'Industrial Light & Magic']",['Paramount Pictures'],,['English'],['$135 M'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
6028,,,2011,['Michael Dowse'],,['Ryan KavanaughJim WhitakerSusan Bowen'],"['Topher Grace', 'Anna Faris', 'Dan Fogler', 'Teresa Palmer', 'Michael Biehn']",,"['March\xa02,\xa02011\xa0 ', 'March\xa04,\xa02011']",['97 minutes'],['United States'],,['$7.4 M'],Take Me Home Tonight,['Jackie FilgoJeff Filgo'],"['Topher Grace', 'Gordon Kaywin']",['Terry Stacey'],['Lee Haxall'],['Trevor Horn'],"['Imagine Entertainment', 'Rogue']",['Relativity Media Universal Pictures'],,['English'],['$19 M'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
6029,,,2011,['Jonathan Liebesman'],['Chris Bertolini'],"['Ori Marmur', 'Neal H. Moritz']","['Aaron Eckhart', 'Michelle Rodriguez', 'Ramon Rodriguez', 'Bridget Moynahan', 'Ne-Yo', 'Michael Peña']",,"['March\xa08,\xa02011\xa0 ', 'March\xa011,\xa02011']",['116 minutes'],['United States'],,['$212 M'],Battle: Los Angeles,,,['Lukas Ettlin'],['Christian Wagner'],['Brian Tyler'],"['Columbia Pictures', 'Relativity Media', 'Original Film']",['Sony Pictures Releasing'],,['English'],['$70–77 M'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
6030,,,2011,['Cary Joji Fukunaga'],,['Alison OwenPaul Trijbits'],['Mia WasikowskaMichael FassbenderJamie BellJudi Dench'],,"['9\xa0March\xa02011\xa0 ', '11\xa0March\xa02011\xa0 ', '9\xa0September\xa02011']",['120 minutes'],,['EnglishFrench'],['$35 M'],Jane Eyre,['Moira Buffini'],,['Adriano Goldman'],['Melanie Oliver'],['Dario Marianelli'],['Focus FeaturesBBC FilmsRuby Films'],['Focus Features Universal Pictures'],,,,['Jane Eyreby Charlotte Brontë'],['United KingdomUnited States'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
6031,,,2011,['Simon Wells'],,['Robert ZemeckisJack RapkeSteve StarkeySteven Boyd'],"['Seth Green', 'Dan Fogler', 'Elisabeth Harnois', 'Mindy Sterling', 'Joan Cusack']",,"['March\xa06,\xa02011\xa0 ', 'March\xa011,\xa02011']",['88 minutes'],['United States'],,['$39.2 M'],Mars Needs Moms,"['Simon Wells', 'Wendy Wells']",,['Robert Presley'],['Wayne Wahrman'],['John Powell'],['Walt Disney PicturesImageMovers Digital'],['Walt Disney StudiosMotion Pictures'],,['English'],['$150 M'],['Mars Needs Moms!by Berkeley Breathed'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
6032,,,2011,['Catherine Hardwicke'],['David Leslie Johnson'],"['Leonardo DiCaprio', 'Jennifer Davisson Killoran', 'Julie Yorn']","['Amanda Seyfried', 'Gary Oldman', 'Billy Burke', 'Shiloh Fernandez', 'Max Irons', 'Julie Christie']",['Appian Way Productions'],"['March\xa07,\xa02011\xa0 ', 'March\xa011,\xa02011']",['100 minutes'],['United States'],,['$90.2 M'],Red Riding Hood,,,['Mandy Walker'],"['Nancy Richardson', 'Julia Wong']","['Brian Reitzell', 'Alex Heffes']",,['Warner Bros. Pictures'],,['English'],['$42 M'],['Little Red Riding Hood by Charles Perrault and by Brothers Grimm'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
6033,,,2011,['Neil Burger'],,"['Leslie Dixon', 'Scott Kroopf', 'Ryan Kavanaugh']","['Bradley Cooper', 'Abbie Cornish', 'Robert De Niro', 'Andrew Howard', 'Anna Friel']",,"['March\xa08,\xa02011\xa0 ', 'March\xa018,\xa02011']",['105 minutes'],['United States'],,['$161.8 M'],Limitless,['Leslie Dixon'],,['Jo Willems'],"['Naomi Geraghty', 'Tracy Adams']",['Paul Leonard-Morgan'],"['Virgin Produced', 'Rogue', 'Many Rivers Productions', 'Boy of the Year', 'Intermedia Film']","['Relativity Media ', 'Lionsgate']",,['English'],['$27 M'],['The Dark Fieldsby Alan Glynn'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
6034,,,2011,['Brad Furman'],['John Romano'],"['Sidney Kimmel', 'Tom Rosenberg', 'Gary Lucchesi', 'Richard Wright', 'Scott Steindorff']","['Matthew McConaughey', 'Marisa Tomei', 'Ryan Phillippe', 'Josh Lucas', 'John Leguizamo', 'Michael Peña', 'Frances Fisher', 'Bob Gunton', 'Bryan Cranston', 'William H. Macy']",,"['March\xa010,\xa02011\xa0 ', 'March\xa018,\xa02011']",['118 minutes'],['United States'],,['$87.1 M'],The Lincoln Lawyer,,,['Lukas Ettlin'],['Jeff McEvoy'],['Cliff Martinez'],"['Lakeshore Entertainment', 'Sidney Kimmel Entertainment', 'Stone Village Pictures']",['Lionsgate'],,['English'],['$40 M'],['The Lincoln Lawyerby Michael Connelly'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
6035,,,2011,['Greg Mottola'],"['Simon Pegg', 'Nick Frost']","['Nira Park', 'Tim Bevan', 'Eric Fellner']","['Simon Pegg', 'Nick Frost', 'Jason Bateman', 'Kristen Wiig', 'Bill Hader', 'Blythe Danner', 'John Carroll Lynch', 'Sigourney Weaver', 'Seth Rogen']",,"['7\xa0February\xa02011\xa0 ', '14\xa0February\xa02011\xa0 ', '18\xa0March\xa02011']",['104 minutes'],,,['$98 M'],Paul,,,['Lawrence Sher'],['Chris Dickens'],['David Arnold'],"['Relativity Media', 'Working Title Films', 'Big Talk Pictures', 'StudioCanal']",['Universal Pictures'],,['English'],['$40 M'],,"['United Kingdom', 'United States']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
6036,,,2011,['Tom McCarthy'],,['Mary Jane SkalskiMichael LondonLisa Maria FalconeTom McCarthy'],['Paul GiamattiAmy RyanBobby CannavaleJeffrey Tambor'],,"['January\xa021,\xa02011\xa0 ', 'March\xa018,\xa02011']",['106 minutes'],['United States'],,['$11.9 M'],Win Win,['Tom McCarthy'],['Tom McCarthyJoe Tiboni'],['Oliver Borkelberg'],['Tom McArdle'],['Lyle Workman'],['Fox Searchlight PicturesEverest EntertainmentGroundswell ProductionsNext Wednesday Productions'],['Fox Searchlight Pictures'],,['English'],['$5 M'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
6037,,,2011,['David Bowers'],,['Nina JacobsonBrad Simpson'],['Zachary GordonDevon BostickRachael HarrisRobert CapronSteve Zahn'],,"['March\xa017,\xa02011\xa0 ', 'March\xa025,\xa02011']",['100 minutes'],['United States'],,['$72.4 M'],Diary of a Wimpy Kid: Rodrick Rules,['Jeff JudahGabe Sachs'],,['Jack N. Green'],['Troy Takaki'],['Edward Shearmur'],"['Fox 2000 Pictures', 'Color Force', 'Dune Entertainment']",['20th Century Fox'],,['English'],['$18-21 M'],['Diary of a Wimpy Kid: Rodrick Rules and The Last Strawby Jeff Kinney'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
6038,,,2011,['Zack Snyder'],,"['Deborah Snyder', 'Zack Snyder']","['Emily Browning', 'Abbie Cornish', 'Jena Malone', 'Vanessa Hudgens', 'Jamie Chung', 'Carla Gugino', 'Oscar Isaac', 'Jon Hamm', 'Scott Glenn']",,,['109 minutes'],,,['$89.8 M'],Sucker Punch,"['Zack Snyder', 'Steve Shibuya']",['Zack Snyder'],['Larry Fong'],['William Hoy'],"['Tyler Bates', 'Marius de Vries']","['Legendary Pictures', 'Cruel and Unusual Films']",['Warner Bros. Pictures'],"['March\xa025,\xa02011']",['English'],['$82 M'],,"['United States', 'Canada']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
6039,,,2011,['James Wan'],['Leigh Whannell'],"['Jason Blum', 'Steven Schneider', 'Oren Peli']","['Patrick Wilson', 'Rose Byrne', 'Barbara Hershey']",,"['September\xa014,\xa02010\xa0 ', 'April\xa01,\xa02011']",['101 minutes'],,,['$99.5 M'],Insidious,,,"['John R. Leonetti', 'David M. Brewer']","['James Wan', 'Kirk Morri']",['Joseph Bishara'],"['Haunted Movies', 'Stage 6 Films', 'Alliance Films', 'IM Global']",['FilmDistrict'],,['English'],['$1.5 M'],,"['Canada', 'United States', 'United Kingdom']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
6040,,,2011,['Tim Hill'],,"['Chris Meledandri', 'Michele Imperato Stabile']","['James Marsden', 'Russell Brand', 'Kaley Cuoco', 'Hank Azaria', 'Gary Cole', 'Elizabeth Perkins', 'David Hasselhoff', 'Chelsea Handler', 'Hugh Laurie']",,"['March\xa027,\xa02011\xa0 ', 'April\xa01,\xa02011']",['95 minutes'],['United States'],,['$184.4\xa0M'],Hop,"['Cinco Paul', 'Ken Daurio', 'Brian Lynch']",['Cinco PaulKen Daurio'],['Peter Lyons Collister'],"['Peter S. Elliot', 'Gregory Perler']",['Christopher Lennertz'],"['Illumination Entertainment', 'Relativity Media', 'Dentsu']",['Universal Pictures'],,['English'],['$63\xa0M'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
6041,,,2011,['Duncan Jones'],['Ben Ripley'],"['Mark Gordon', 'Jordan Wynn', 'Philippe Rousselet']","['Jake Gyllenhaal', 'Michelle Monaghan', 'Vera Farmiga', 'Jeffrey Wright']",,"['March\xa011,\xa02011\xa0 ', 'April\xa01,\xa02011\xa0 ', 'April\xa020,\xa02011']",['93 minutes'],,,['$147.3 M'],Source Code,,,['Don Burgess'],['Paul Hirsch'],['Chris Bacon'],"['The Mark Gordon Company', 'Vendôme Pictures']",['Summit Entertainment'],,['English'],['$31.9 M'],,"['United States', 'France']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
6042,,,2011,['Michael Greenspan'],['Christopher Dodd'],['Kyle MannAdrien Brody'],['Adrien BrodyCaroline DhavernasRyan Robbins'],,,['91 minutes'],['Canada'],,"['$8,020']",Wrecked,,,['James Liston'],['Wiebke von Carolsfeld'],['Michael Brook'],['Independent Edge Films  Telefilm Canada  Three-Seven Entertainment  Wrecked Productions'],['Alliance Films IFC Midnight Films'],"['April\xa01,\xa02011']",['English'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
6043,,,2011,['Jason Winer'],,['Larry BreznerKevin McCormickChris BenderMichael Tadross'],['Russell BrandHelen MirrenGreta GerwigLuis GuzmánNick NolteJennifer Garner'],,,['107 minutes'],['United States'],,['$48.1 M'],Arthur,['Peter Baynham'],['Steve GordonPeter Baynham'],['Uta Briesewitz'],['Brent White'],['Theodore ShapiroMark Ronson'],['MBST EntertainmentBenderSpinkLangley Park Productions'],['Warner Bros. Pictures'],"['April\xa08,\xa02011']",['English'],['$40 M'],['Arthurby Steve Gordon'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
6044,,,2011,['Joe Wright'],,"['Leslie Holleran', 'Marty Adelstein', 'Scott Nemes']","['Saoirse Ronan', 'Eric Bana', 'Vicky Krieps', 'Tom Hollander', 'Olivia Williams', 'Michelle Dockery', 'Jessica Barden', 'Jason Flemyng', 'Cate Blanchett']",,"['8\xa0April\xa02011\xa0 ', '6\xa0May\xa02011\xa0 ', '26\xa0May\xa02011']",['111 minutes'],,"['English', 'German', 'Spanish', 'French', 'Moroccan Arabic']",['$65.3 M'],Hanna,"['Seth Lochhead', 'David Farr']",['Seth Lochhead'],['Alwin H. Küchler'],['Paul Tothill'],['The Chemical Brothers'],"['Holleran Company', 'Babelsberg Studio']","['Focus Features ', 'Universal Pictures ', 'Sony Pictures Releasing International']",,,['$30 M'],,"['Germany', 'United Kingdom', 'United States']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
6045,,,2011,['Sean McNamara'],,['David ZelonDouglas SchwartzKyle AndersonDutch HofstetterDavid BrookwellSean McNamara'],['AnnaSophia RobbHelen HuntDennis QuaidLorraine NicholsonCarrie Underwood'],,,['106 minutes'],['United States'],,['$47.1 M'],Soul Surfer,['Sean McNamaraDeborah SchwartzDouglas SchwartzMichael Berk'],['Sean McNamaraDeborah SchwartzDouglas SchwartzMichael BerkMatt AllenCaleb WilsonBrad Gann'],['John R. Leonetti'],['Jeff Canavan'],['Marco Beltrami'],"[""TriStar PicturesFilmDistrictMandalay VisionBrookwell McNamara EntertainmentIsland Film GroupEnticing EntertainmentAffirm FilmsLife's a Beach Entertainment""]",['Sony Pictures Releasing'],"['April\xa08,\xa02011']",['English'],['$18 M'],"['Soul Surfer: A True Story of Faith, Family, and Fighting to Get Back on the Boardby Bethany HamiltonSheryl BerkRick Bundschuh']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
6046,,,2011,['David Gordon Green'],"['Danny McBride', 'Ben Best']",['Scott Stuber'],"['Danny McBride', 'James Franco', 'Natalie Portman', 'Zooey Deschanel', 'Justin Theroux', 'Toby Jones', 'Damian Lewis']",['Stuber Pictures'],,['102 minutes'],['United States'],,['$28 M'],Your Highness,,,['Tim Orr'],['Craig Alpert'],['Steve Jablonsky'],,['Universal Pictures'],"['April\xa08,\xa02011']",['English'],['$50 M'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
6047,,,2011,['Paul Johansson'],,['John AglialoroHarmon Kaslow'],['Taylor SchillingGrant BowlerMatthew MarsdenEdi GathegiGraham BeckelJsu GarciaJon PolitoMichael Lerner'],['The Strike Productions'],,['97 minutes'],['United States'],,['$4.6 M'],Atlas Shrugged: Part I,"[""John AglialoroBrian Patrick O'Toole""]",,['Ross Berryman'],['Jim FlynnSherril Schlesinger'],['Elia Cmiral'],,['Rocky Mountain Pictures20th Century Fox'],"['April\xa015,\xa02011']",['English'],['$20 M'],['Atlas Shruggedby Ayn Rand'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
6048,,,2011,['Carlos Saldanha'],,"['Bruce Anderson', 'John C. Donkin']","['Jesse Eisenberg', 'Anne Hathaway', 'will.i.am', 'Jamie Foxx', 'Jemaine Clement', 'Leslie Mann', 'George Lopez', 'Tracy Morgan']",,"['March\xa022,\xa02011\xa0 ', 'April\xa015,\xa02011']",['96 minutes'],['United States'],,['$484.6 M'],Rio,"['Don Rhymer', 'Joshua Sternin', 'Jennifer Ventimilia', 'Sam Harper']","['Carlos Saldanha', 'Earl Richey Jones', 'Todd Jones']",['Renato Falcão'],['Harry Hitner'],['John Powell'],"['Blue Sky Studios', '20th Century Fox Animation']",['20th Century Fox'],,['English'],['$90 M'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
6049,,,2011,['Wes Craven'],['Kevin Williamson'],"['Wes Craven', 'Iya Labunka', 'Kevin Williamson']","['David Arquette', 'Neve Campbell', 'Courteney Cox', 'Emma Roberts', 'Hayden Panettiere']",,"['April\xa011,\xa02011\xa0 ', 'April\xa015,\xa02011']",['111 minutes'],['United States'],,['$97.1\xa0M'],Scream 4,,,['Peter Deming'],['Peter McNulty'],['Marco Beltrami'],"['Corvus Corax Productions', 'Outerbanks Entertainment', 'The Weinstein Company']",['Dimension Films'],,['English'],['$40\xa0M'],['Charactersby Kevin Williamson'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
6050,,,2011,['Alastair FothergillKeith Scholey'],,['Alix Tidmarsh  Keith Scholey'],,,"['April\xa022,\xa02011\xa0 ', 'February\xa01,\xa02012\xa0 ', 'April\xa027,\xa02012']",['89 minutes'],,['EnglishFrench'],['$30.9 M'],African Cats,,,,,['Nicholas Hooper'],"['Disneynature', 'Fothergill / Scholey Productions', 'Silverback Films']",['Walt Disney Studios Motion Pictures'],,,['$5 M'],,['United StatesFranceUnited Kingdom'],['Samuel L. Jackson Patrick Stewart'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
6051,,,2011,['Tyler Perry'],['Tyler Perry'],['Tyler PerryReuben CannonRoger M. Bobb'],"['Loretta Devine', 'Shad ""Bow Wow"" Moss', 'David Mann', 'Cassi Davis', 'Tamela Mann', 'Lauren London', 'Isaiah Mustafa', 'Natalie Desselle', 'Rodney Perry', 'Shannon Kane', 'Tyler Perry']",['Tyler Perry Studios'],,['106 minutes'],['United States'],,['$54.2 M'],Madea's Big Happy Family,,,['Toyomichi Kurita'],['Maysie Hoy'],['Aaron Zigman'],,['Lionsgate'],"['April\xa022,\xa02011']",['English'],['$25 M'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
6052,,,2011,['Morgan Spurlock'],['Jeremy ChilnickMorgan Spurlock'],['Jeremy ChilnickKeith CalderAbbie HurewitzMorgan SpurlockJessica Wu'],['Morgan SpurlockJ. J. AbramsJimmy Kimmel'],,"['January\xa022,\xa02011\xa0 ', 'April\xa022,\xa02011\xa0 )']",['88 minutes'],['United States'],,"['$700,000 approx.']",POM Wonderful Presents: The Greatest Movie Ever Sold,,,['Daniel Marracino'],['Thomas M. Vogt'],['Jon Spurney'],,['Sony Pictures ClassicsStage 6 Films'],,['English'],['$1.5 M'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
6053,,,2011,['Francis Lawrence'],,['Gil NetterErwin StoffAndrew R. Tennenbaum'],['Reese WitherspoonRobert PattinsonChristoph WaltzHal Holbrook'],,,['120 minutes'],['United States'],['EnglishPolish'],['$117.1 M'],Water for Elephants,['Richard LaGravenese'],,['Rodrigo Prieto'],['Alan Edward Bell'],['James Newton Howard'],['Fox 2000 Pictures3 Arts EntertainmentFlashpoint EntertainmentDune EntertainmentIngenious MediaBig Screen Productions'],['20th Century Fox'],"['April\xa022,\xa02011']",,['$38 M'],['Water for Elephantsby Sara Gruen'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
6054,,,2011,['Kevin Munroe'],['Thomas Dean Donnelly and Joshua Oppenheimer'],['Gilbert AdlerScott Mitchell Rosenberg'],['Brandon RouthSam HuntingtonAnita BriemPeter StormareTaye Diggs'],,"['March\xa016,\xa02011\xa0 ', 'April\xa029,\xa02011']",['108 minutes'],['United States'],,['$5.8 M'],Dylan Dog: Dead of Night,,,['Geoffrey Hall'],['Paul Hirsch'],['Klaus Badelt'],['Hyde Park EntertainmentLong Distance FilmsPlatinum StudiosPrana Studios'],['Freestyle Releasing'],,['English'],['$20 M'],['Dylan Dogby Tiziano Sclavi'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
6055,,,2011,['Justin Lin'],['Chris Morgan'],"['Neal H. Moritz', 'Vin Diesel', 'Michael Fottrell']","['Vin Diesel', 'Paul Walker', 'Jordana Brewster', 'Tyrese Gibson', 'Chris “Ludacris” Bridges', 'Matt Schulze', 'Sung Kang', 'Gal Gadot', 'Tego Calderón', 'Don Omar', 'Joaquim de Almeida', 'Dwayne Johnson']",,"['April\xa015,\xa02011\xa0 ', 'April\xa029,\xa02011']",['130\xa0minutes'],['United States'],,['$626.1 M'],Fast Five,,,['Stephen F. Windon'],"['Christian Wagner', 'Kelly Matsumoto', 'Fred Raskin']",['Brian Tyler'],"['Original Film', 'One Race Films']",['Universal Pictures'],,['English'],['$125 M'],['Charactersby Gary Scott Thompson'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
